customer_id,customer_name,city,age,email,phone
451,Karan Kumar,Bhopal,27,customer451@example.com,9992329618
452,Pooja Verma,Patna,32,customer452@example.com,9976928440
453,Karan Kumar,Ahmedabad,19,customer453@example.com,9545492166
454,Vivaan Jain,Bhopal,41,customer454@example.com,9353164777
455,Sneha Verma,Ahmedabad,32,customer455@example.com,9130266145
456,Priya Kumar,Delhi,59,customer456@example.com,9460015275
457,Arjun Gupta,Jaipur,36,customer457@example.com,9990949719
458,Ankit Mishra,Nagpur,26,customer458@example.com,9914799481
459,Mohit Mehta,Lucknow,57,customer459@example.com,9105638424
460,Aditya Sharma,Indore,31,customer460@example.com,9996534803
461,Arjun Agarwal,Kolkata,56,customer461@example.com,9666690337
462,Pooja Verma,Surat,36,customer462@example.com,9355164255
463,Aman Verma,Jaipur,33,customer463@example.com,9550784243
464,Ananya Soni,Chennai,47,customer464@example.com,9167438668
465,Vihaan Kapoor,Patna,49,customer465@example.com,9740743666
466,Ritika Sharma,Hyderabad,50,customer466@example.com,9717452511
467,Rahul Mishra,Mumbai,36,customer467@example.com,9560891752
468,Aarav Chauhan,Ahmedabad,33,customer468@example.com,9712745501
469,Pooja Gupta,Hyderabad,60,customer469@example.com,9191927283
470,Meera Patel,Delhi,51,customer470@example.com,9684203557
471,Meera Soni,Bhopal,53,customer471@example.com,9121833792
472,Sneha Kapoor,Lucknow,20,customer472@example.com,9782546314
473,Sneha Patel,Indore,19,customer473@example.com,9483426624
474,Aditya Patel,Pune,60,customer474@example.com,9774585778
475,Vihaan Soni,Chennai,39,customer475@example.com,9243247463
476,Vivaan Patel,Bhopal,39,customer476@example.com,9973498494
477,Ananya Gupta,Nagpur,47,customer477@example.com,9846668526
478,Ankit Joshi,Mumbai,26,customer478@example.com,9167753684
479,Mohit Soni,Lucknow,20,customer479@example.com,9415081566
480,Rohan Sharma,Surat,30,customer480@example.com,9144996163
481,Priya Kumar,Indore,50,customer481@example.com,9527589822
482,Ritika Mehta,Indore,20,customer482@example.com,9908839964
483,Ananya Singh,Indore,40,customer483@example.com,9938422254
484,Vivaan Kapoor,Hyderabad,39,customer484@example.com,9393364102
485,Vihaan Soni,Ahmedabad,45,customer485@example.com,9529520110
486,Deepak Mehta,,42,customer486@example.com,9464037804
487,Krishna Mehta,Kolkata,49,customer487@example.com,9494435754
488,Meera Yadav,Surat,23,customer488@example.com,9880697625
489,Pooja Verma,Noida,56,customer489@example.com,9982982227
490,Krishna Agarwal,Indore,38,customer490@example.com,9210163669
491,Aditya Patel,Hyderabad,36,customer491@example.com,9429097422
492,Karan Chauhan,Kolkata,45,customer492@example.com,9278933456
493,Mohit Mehta,Ahmedabad,46,customer493@example.com,9145478504
494,Deepak Kapoor,Patna,40,customer494@example.com,9760191749
495,Pooja Yadav,Hyderabad,21,customer495@example.com,9180574838
496,Riya Joshi,Noida,41,customer496@example.com,9650921917
497,Deepak Joshi,Mumbai,19,customer497@example.com,9253308283
498,Ishita Joshi,Surat,46,customer498@example.com,9137365109
499,Arjun Verma,Pune,59,customer499@example.com,9493342201
500,Neha Jain,Chennai,20,customer500@example.com,9749715626
305,Aman Patel,Kolkata,44,customer305@example.com,9288592093
341,Vihaan Mishra,Delhi,48,customer341@example.com,9581331845
48,Riya Mehta,Bhopal,28,customer48@example.com,9384602384
68,Vivaan Joshi,Bhopal,18,customer68@example.com,9200140141
480,Rohan Sharma,Surat,30,customer480@example.com,9144996163
486,Deepak Mehta,Patna,42,customer486@example.com,9464037804
311,Rahul Kapoor,Hyderabad,43,customer311@example.com,9963919401
32,Aditya Soni,Jaipur,25,customer32@example.com,9264112119
